Site,LocationName,BRCYear,BRCMonthName,BRCWeekNum,DayName,Date,Hour,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount,LocationGroup
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,08:00,467,0,467,467,0,467,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,09:00,702,0,702,702,0,702,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,10:00,1102,0,1102,1102,0,1102,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,11:00,1727,0,1727,1727,0,1727,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,12:00,2448,0,2448,2448,0,2448,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,13:00,2565,0,2565,2565,0,2565,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,14:00,2442,0,2442,2442,0,2442,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,15:00,2465,0,2465,2465,0,2465,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,16:00,2207,0,2207,2207,0,2207,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,17:00,1918,0,1918,1918,0,1918,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,18:00,1395,0,1395,1395,0,1395,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,19:00,810,0,810,810,0,810,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,20:00,473,0,473,473,0,473,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,21:00,389,0,389,389,0,389,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,22:00,288,0,288,288,0,288,No Group
Leeds Originals,Briggate,2020,August,32,Thursday,06-Aug-20,23:00,178,0,178,178,0,178,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,00:00,158,0,158,158,0,158,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,01:00,69,0,69,69,0,69,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,02:00,58,0,58,58,0,58,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,03:00,31,0,31,31,0,31,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,04:00,20,0,20,20,0,20,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,05:00,83,0,83,83,0,83,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,06:00,191,0,191,191,0,191,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,07:00,223,0,223,223,0,223,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,08:00,654,0,654,654,0,654,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,09:00,836,0,836,836,0,836,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,10:00,1414,0,1414,1414,0,1414,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,11:00,1890,0,1890,1890,0,1890,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,12:00,2341,0,2341,2341,0,2341,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,13:00,2700,0,2700,2700,0,2700,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,14:00,2547,0,2547,2547,0,2547,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,15:00,2303,0,2303,2303,0,2303,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,16:00,2238,0,2238,2238,0,2238,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,17:00,2000,0,2000,2000,0,2000,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,18:00,1460,0,1460,1460,0,1460,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,19:00,926,0,926,926,0,926,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,20:00,770,0,770,770,0,770,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,21:00,555,0,555,555,0,555,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,22:00,515,0,515,515,0,515,No Group
Leeds Originals,Briggate,2020,August,32,Friday,07-Aug-20,23:00,418,0,418,418,0,418,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,00:00,369,0,369,369,0,369,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,01:00,246,0,246,246,0,246,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,02:00,171,0,171,171,0,171,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,03:00,93,0,93,93,0,93,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,04:00,55,0,55,55,0,55,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,05:00,50,0,50,50,0,50,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,06:00,86,0,86,86,0,86,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,07:00,154,0,154,154,0,154,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,08:00,355,0,355,355,0,355,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,09:00,781,0,781,781,0,781,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,10:00,1924,0,1924,1924,0,1924,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,11:00,2733,0,2733,2733,0,2733,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,12:00,3138,0,3138,3138,0,3138,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,13:00,3348,0,3348,3348,0,3348,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,14:00,3220,0,3220,3220,0,3220,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,15:00,3186,0,3186,3186,0,3186,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,16:00,3046,0,3046,3046,0,3046,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,17:00,2489,0,2489,2489,0,2489,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,18:00,1757,0,1757,1757,0,1757,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,19:00,1116,0,1116,1116,0,1116,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,20:00,881,0,881,881,0,881,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,21:00,713,0,713,713,0,713,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,22:00,666,0,666,666,0,666,No Group
Leeds Originals,Briggate,2020,August,32,Saturday,08-Aug-20,23:00,533,0,533,533,0,533,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,00:00,530,0,530,530,0,530,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,01:00,346,0,346,346,0,346,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,02:00,182,0,182,182,0,182,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,03:00,91,0,91,91,0,91,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,04:00,66,0,66,66,0,66,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,05:00,44,0,44,44,0,44,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,06:00,77,0,77,77,0,77,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,07:00,125,0,125,125,0,125,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,08:00,174,0,174,174,0,174,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,09:00,293,0,293,293,0,293,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,10:00,862,0,862,862,0,862,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,11:00,1674,0,1674,1674,0,1674,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,12:00,2509,0,2509,2509,0,2509,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,13:00,2948,0,2948,2948,0,2948,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,14:00,2631,0,2631,2631,0,2631,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,15:00,2362,0,2362,2362,0,2362,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,16:00,1884,0,1884,1884,0,1884,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,17:00,984,0,984,984,0,984,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,18:00,586,0,586,586,0,586,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,19:00,423,0,423,423,0,423,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,20:00,285,0,285,285,0,285,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,21:00,258,0,258,258,0,258,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,22:00,179,0,179,179,0,179,No Group
Leeds Originals,Briggate,2020,August,32,Sunday,09-Aug-20,23:00,130,0,130,130,0,130,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,00:00,33,0,33,33,0,33,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,01:00,25,0,25,25,0,25,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,02:00,4,0,4,4,0,4,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,03:00,2,0,2,2,0,2,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,04:00,14,0,14,14,0,14,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,05:00,60,0,60,60,0,60,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,06:00,112,0,112,112,0,112,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,07:00,120,0,120,120,0,120,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,08:00,329,0,329,329,0,329,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,09:00,437,0,437,437,0,437,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,10:00,503,0,503,503,0,503,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,11:00,786,0,786,786,0,786,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,12:00,867,0,867,867,0,867,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,13:00,1027,0,1027,1027,0,1027,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,14:00,927,0,927,927,0,927,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,15:00,873,0,873,873,0,873,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,16:00,721,0,721,721,0,721,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,17:00,656,0,656,656,0,656,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,18:00,367,0,367,367,0,367,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,19:00,318,0,318,318,0,318,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,20:00,277,0,277,277,0,277,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,21:00,166,0,166,166,0,166,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,22:00,120,0,120,120,0,120,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Monday,03-Aug-20,23:00,64,0,64,64,0,64,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,00:00,44,0,44,44,0,44,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,01:00,7,0,7,7,0,7,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,02:00,12,0,12,12,0,12,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,03:00,10,0,10,10,0,10,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,04:00,15,0,15,15,0,15,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,05:00,34,0,34,34,0,34,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,06:00,102,0,102,102,0,102,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,07:00,218,0,218,218,0,218,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,08:00,255,0,255,255,0,255,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,09:00,373,0,373,373,0,373,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,10:00,443,0,443,443,0,443,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,11:00,596,0,596,596,0,596,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,12:00,755,0,755,755,0,755,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,13:00,849,0,849,849,0,849,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,14:00,782,0,782,782,0,782,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,15:00,838,0,838,838,0,838,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,16:00,782,0,782,782,0,782,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,17:00,633,0,633,633,0,633,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,18:00,513,0,513,513,0,513,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,19:00,362,0,362,362,0,362,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,20:00,223,0,223,223,0,223,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,21:00,126,0,126,126,0,126,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,22:00,100,0,100,100,0,100,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Tuesday,04-Aug-20,23:00,55,0,55,55,0,55,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,00:00,14,0,14,14,0,14,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,01:00,13,0,13,13,0,13,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,02:00,13,0,13,13,0,13,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,03:00,49,0,49,49,0,49,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,04:00,10,0,10,10,0,10,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,05:00,45,0,45,45,0,45,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,06:00,127,0,127,127,0,127,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,07:00,157,0,157,157,0,157,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,08:00,293,0,293,293,0,293,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,09:00,467,0,467,467,0,467,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,10:00,476,0,476,476,0,476,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,11:00,717,0,717,717,0,717,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,12:00,834,0,834,834,0,834,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,13:00,953,0,953,953,0,953,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,14:00,955,0,955,955,0,955,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,15:00,974,0,974,974,0,974,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,16:00,702,0,702,702,0,702,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,17:00,648,0,648,648,0,648,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,18:00,494,0,494,494,0,494,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,19:00,401,0,401,401,0,401,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,20:00,316,0,316,316,0,316,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,21:00,160,0,160,160,0,160,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,22:00,117,0,117,117,0,117,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Wednesday,05-Aug-20,23:00,64,0,64,64,0,64,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,00:00,26,0,26,26,0,26,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,01:00,16,0,16,16,0,16,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,02:00,4,0,4,4,0,4,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,03:00,13,0,13,13,0,13,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,04:00,22,0,22,22,0,22,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,05:00,31,0,31,31,0,31,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,06:00,101,0,101,101,0,101,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,07:00,165,0,165,165,0,165,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,08:00,310,0,310,310,0,310,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,09:00,508,0,508,508,0,508,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,10:00,582,0,582,582,0,582,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,11:00,622,0,622,622,0,622,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,12:00,820,0,820,820,0,820,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,13:00,881,0,881,881,0,881,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,14:00,919,0,919,919,0,919,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,15:00,779,0,779,779,0,779,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,16:00,772,0,772,772,0,772,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,17:00,565,0,565,565,0,565,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,18:00,433,0,433,433,0,433,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,19:00,338,0,338,338,0,338,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,20:00,222,0,222,222,0,222,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,21:00,160,0,160,160,0,160,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,22:00,107,0,107,107,0,107,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Thursday,06-Aug-20,23:00,71,0,71,71,0,71,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,00:00,36,0,36,36,0,36,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,01:00,21,0,21,21,0,21,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,02:00,10,0,10,10,0,10,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,03:00,5,0,5,5,0,5,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,04:00,16,0,16,16,0,16,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,05:00,32,0,32,32,0,32,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,06:00,108,0,108,108,0,108,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,07:00,175,0,175,175,0,175,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,08:00,361,0,361,361,0,361,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,09:00,497,0,497,497,0,497,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,10:00,729,0,729,729,0,729,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,11:00,772,0,772,772,0,772,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,12:00,872,0,872,872,0,872,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,13:00,885,0,885,885,0,885,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,14:00,855,0,855,855,0,855,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,15:00,734,0,734,734,0,734,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,16:00,708,0,708,708,0,708,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,17:00,619,0,619,619,0,619,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,18:00,497,0,497,497,0,497,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,19:00,417,0,417,417,0,417,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,20:00,333,0,333,333,0,333,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,21:00,339,0,339,339,0,339,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,22:00,255,0,255,255,0,255,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Friday,07-Aug-20,23:00,163,0,163,163,0,163,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,00:00,161,0,161,161,0,161,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,01:00,89,0,89,89,0,89,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,02:00,41,0,41,41,0,41,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,03:00,21,0,21,21,0,21,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,04:00,20,0,20,20,0,20,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,05:00,30,0,30,30,0,30,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,06:00,51,0,51,51,0,51,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,07:00,91,0,91,91,0,91,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,08:00,164,0,164,164,0,164,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,09:00,371,0,371,371,0,371,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,10:00,677,0,677,677,0,677,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,11:00,1073,0,1073,1073,0,1073,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,12:00,1071,0,1071,1071,0,1071,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,13:00,1167,0,1167,1167,0,1167,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,14:00,1054,0,1054,1054,0,1054,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,15:00,1020,0,1020,1020,0,1020,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,16:00,972,0,972,972,0,972,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,17:00,737,0,737,737,0,737,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,18:00,610,0,610,610,0,610,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,19:00,503,0,503,503,0,503,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,20:00,427,0,427,427,0,427,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,21:00,345,0,345,345,0,345,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,22:00,300,0,300,300,0,300,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Saturday,08-Aug-20,23:00,187,0,187,187,0,187,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,00:00,177,0,177,177,0,177,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,01:00,111,0,111,111,0,111,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,02:00,46,0,46,46,0,46,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,03:00,29,0,29,29,0,29,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,04:00,29,0,29,29,0,29,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,05:00,20,0,20,20,0,20,No Group
Leeds Originals,Briggate at McDonalds	,2020,August,32,Sunday,09-Aug-20,06:00,61,0,61,61,0,61,No Group
